ID	azelate	sebacate	undecanedionate	X2.hydroxymyristic.acid	arachidonic.acid	eicosatrienoic.acid	docosahexaenoic.acid	docosapentaenoic.acid	adrenic.acid	lithocholic.acid	chenodeoxycholate	deoxycholic.acid	ketodeoxycholate	alpha.muricholate	cholate	urobilin	linoleoyl.ethanolamide	stearoyl.ethanolamide	palmitoyl.glycerol	C18.0e.MAG	N.oleoylethanolamine	cholesterol	cholestenone	C16.0.LPC	C16.0.ceramide..d18.1.	C18.1.CE	C18.0.SM	propionate	butyrate...isobutytare.	methylbutyric.aid...valeric...isovaleric.	malonate	uracil	caproic.acid	nicotinate	taurine	thymine	erythronic.acid	hypoxanthine	phenylacetate	glutamate	hydrocinnamic.acid	xanthine	X3.methyladipate.pimelate	citrulline	fructose.glucose.galactose.	azelaic.acid	N.acetylglutamate	glucurote	pseudouridine	deoxyinosine	docosapentaenoate	lithocholate	chenodeoxycholate.deoxycholate.	putrescine	cytosine	N.acetylputrescine	nicotinic.acid	creatine	X2.hydroxyphenethylamine	imidazole.propionate	pyridoxamine	X7.methylguanine	X3.methylxanthine	dimethyllysine	N.acetylspermidine	trimethyllysine	N.acetylglutamic.acid	N.acetylhistidine	ADMA.SDMA.	ADMA	C2.carnitine	pantothenate	inosine	threosphingosine	diacetylspermine	phytosphingosine	C16.carnitine	C20.4.carnitine	bilirubin	urobilin.
UniRef90_B0NIE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000181532061914644	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000519260434796414	0	0	0	0	0	5.68423518994353e-05	0	0	0	0	0	0	0	-3.88257683622019e-05	0	0	0	0	0	0	0	0	0	4.9875649886596e-05	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_B0NNU5	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000539624377579236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.44198564892132e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_B0NWG0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013363520482263	0	0	0	0	0	0	0
UniRef90_B0NWG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000920508434170659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100343405813327	0	0	0	0	0	0	0
UniRef90_B0P239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_B0P278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000234653664472015	0	0	0	0	0	0	0	0	0	0	0	0	0.000338703792137904	0	0.000167085573902382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26869155826039e-06	6.65806373442929e-05	0	0	0	0	0	0	0	0	0	6.74346802100629e-05	0	0	0	0	0	0	0
UniRef90_B0P279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000260914507911957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000289848104088002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000310038780228154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_B0P4L9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_B0P655	0	0	5.66827502930441e-05	0.000136558618538117	0	0	0	0	0	0.000615116582965969	-0.00050278193504843	0	-0.000407201944003331	0	-0.00100073939606638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00199560831301238	-0.000324463861513285	-5.11434261216814e-05	0	0	0	0	0	0	0.00230511393651481	0.00374206776818883	-0.000144996684385703	0	-0.000273531127396712	0	-0.000316739817534086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000604173956091615	0	0	0.000250395705990394	0	0
UniRef90_B0PBW1	0	0	0	0	0	0	0	0	0	0	0	0	-0.000251911846624082	-0.000616070997591192	-0.00136864457986929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.87518798890687e-05	0	0	0.000251350639648547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000166732909752108	0	0
UniRef90_B0PDE7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000263796524524194	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000235169372225403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000169364240989557	0	0
UniRef90_B0PDG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80784436291564e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_B3C6D0	0	0	0	0	0	0	0	0	0	0	-0.000345102033626694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00129352135374703	0	-0.00145946680917506	0	0	0	0	0	0	0	0	0	0	0	0	-0.000101546136199792	0	0	-0.000553003818591008	0	-6.60161485952572e-05	0	-0.000389513199591102	0	0	6.23728008307952e-05	-1.56663696302938e-06	0	0	0	0	0	0	0	0	0	3.60709193580573e-05	0	0
UniRef90_B3JII1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000837423111979791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_B3JMD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_B3JP60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.01181031634735e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.12471935493489e-05	0	0	0	0	0	0	0
UniRef90_B5A7G0	0	0	0	0	0	0.000109141585679115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42499324831214e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_B5A7G1	0	0	0	0	0	6.87718486532666e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000119628062486535	0	0	0	0	0	0	0	0	0	0	0	0	0.000142277893901381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_B5CLP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_B5CRM2	0	0	0.000393885748033401	0	0	0	0	0	0	0	0	0.000582694856388674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000568904062015381	6.16154557685319e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012548476179469	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_B5CX28	0	0	8.83597323762217e-05	0.000155820444949243	0	0	0	0	0	0	-0.000164783793595424	0	0	0	0	0.000386363839646963	0	0	-4.64693077072488e-05	0	0	0	0	-0.0010637073004463	0	0	0	0	0	0	0	0	0	0	-0.00034928625355283	0	0	0	0	0	0	0	0.000580677335995751	0.00107821062521914	0	0	1.10252452740456e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000161449886386967	0	0	0	-1.19362571243661e-05	0	5.88263028908225e-05	0	0	0	0	0	0	0	0	0	0	0.000191252686506344	0	0
UniRef90_B5D4J0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.31508354643727e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6.34733446106888e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_B5D4L3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000176655479093219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_B6FNI9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000249152794043915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76418592385601e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000207026481447521	0	0	0	0	0	0	0
UniRef90_B6FPC6	0	0	0	0	0	0.000144184228023527	0	0	0	0	0	0	0	0	0	0	0	0	1.09853172911456e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00034432304587596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_B6FRL1	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000327020676973313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_B6FVQ2	0	0	0	0	0	0.000211765595094297	0	0.000169190171988277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.53659457189253e-05	0	0	0.000286593529631091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000130903145472827	0	0	0	0	0	0	9.57605349094817e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58178029226613e-05	0	0	0	0
UniRef90_B7AMT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_B7B9V1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00208013070090734	0	0	0	0	0	0	0	0	0	5.64038291308376e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_B9YBY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000101131360970237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_C0B5M8	0	0	0	0	0	0	0	0	0	0	-0.000583842371703747	0	-0.00188545812147861	-0.00220151402082236	-0.00244949939235574	5.89790724252731e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000268253506437517	0	0.00030606196994941	0	0	0	0.000351490313363461	0	0	0.000105441382914672	0.0009599729833587	0	6.55531119855508e-05	0	0.00120332813798429	0	0	0	0	0	1.1623521271643e-05	0	0	0	0	0	0	0	-0.000521600144702887	0	0	5.0675945799793e-05	0	0	0	0	0	0	0.000345278494788031	0	0	0	0	0	0	0	0	0	7.73161910896846e-05	-0.000117451473215752	0
UniRef90_C0B7X1	0.000245889400046543	0	5.01982967682719e-06	0	0	0	0	0	0	0.00048914174912354	-0.000987426625902802	0	-0.0014685621998136	0	-0.00293662558664866	0.000732840436544216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.68444041463601e-05	0	0	3.70200440477059e-05	0.000159366406263589	0	0	0	0	0	0	0	0	0	0	-7.251358582917e-05	0	-0.00106483421290308	0	0	0	0	0	0	5.39894797309222e-05	0	-0.000128701604580999	0	0	0	0	0	0	-0.000343461020248137	0	2.69029233595381e-05	0	0.00014428950155816
UniRef90_C0B9H2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00110268436698608	0	0	0	0	5.14855740932054e-05	0	0	0	0	0	0	0	0	0	0.000465815036963735	0	0	0	0	0	0	0	0	0	0	0	0	0.000934640540525288	0	0	0	0	0	0	0	0.000377203985216509	0	0	8.81781238015453e-05	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_C0BCC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.3167993882599e-06	0	0	0	0	0.000476197679705952	0	0	0	0	0	2.39530027498417e-05	0	0	0	0	0	0	0	-6.63963091194171e-05	0	0	0.000332297586630638	1.528771076942e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_C0BDI1	0.000489277705024401	0	0	0	0	0	0	-5.14056181346146e-06	0	0	0	0	0	0	0	0.00104431185390982	0	0	-2.56754027492937e-05	0	0	0	0	0	0	-2.4470493205843e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000779464452563637	0	6.10713735327347e-05	0.000321200842996023	0	5.10424163012816e-05	0	-6.10410885518963e-05	0	0	0	0	0	0	0	0	-0.000599718381880958	0	0	0	0	0	0	6.48165793420979e-05	0	0	0	0	0	0	0	0	0	0	4.68238029060443e-05	-0.000234215112580711	0.000299026007814361
UniRef90_C0BDI9	0.000452299020985959	0.000158269441332905	9.1199571049913e-05	0	0	0	0	-6.77571055897943e-05	-0.000104112527957679	0	0	0	0	0	0	0.00018514830444155	0	0	0	-8.10904012412585e-06	0	0	0	0	0	-9.51771208205582e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.37509592354799e-05	8.33633698223224e-05	0	0	0	-0.000206354586350639	0	0	0	0	0	0	0	-0.000510934674599143	0	4.34842969587298e-05	0	0	0	0	0	3.19174187219684e-05	0	0	0	0	0	0	0	0	0	0	9.37307874070504e-05	0	5.98287447995846e-05
UniRef90_C0BE67	0	0	0	0	0	0	0	0	0	0.000737653728627145	-0.00052285738837481	8.91986269409001e-05	0	-0.000225038219140119	-0.00217655476557694	0	0	0	-2.65134474415959e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.02773744618874e-05	0	0	0	0	0	0.000613383621041939	0	0	0	0	0	-0.00176749854435638	0	0	0	0	0	0	0	-0.00024103963789228	0	0	-0.000197496527883612	-0.00102893914569207	0	0	0	0	0	0	0	6.84007698512455e-05	0	0
UniRef90_C0ESA6	0	0	0	0	0	-3.07982733125726e-07	0	0	0	0	0	0	0	0	0	0	0	0	-7.69153161851416e-06	0	0	0	0	0	0	-2.43091760881454e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.32857361086306e-05	0	0	-3.68017946579301e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_C0ESV0	0	0	0	0	0	0	0	0	0	0	0	0.00248911382041404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000314205114258724	0.000236841635907999	0	0	0	0	0.000212435984873418	0	0	0	0.000959768312325303	0	0	0	0.00121211719571104	0	0	0	0	0	0.000126142680241707	0	5.82993192637922e-05	0	0	0	0	0.000101765921476113	0	3.02992890916654e-05	-9.29170304044942e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_C0EUY1	0	0	0	0	0	-5.52095309679459e-05	0	-5.46869112997821e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.33753807838066e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000282674600360571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_C0EV01	0	0	0	0	0	-0.0002008515220124	0	-0.000231767470922193	-6.60307194824916e-05	0	0	0.000524167536089296	0	0	0	0	0	0	0	0	-7.04168444939701e-05	0	0	0	0	-5.09617116878432e-05	0	8.27089798516218e-05	0	0.000188933262928242	0	0.000834512737876317	0	0	0	0.000317066534454121	0	0	0	0	0	2.74328421700266e-06	0.000378944763496311	0	0	6.58976094274766e-06	0	0	0	0	-0.000382601661561461	0	0	0	5.37615043459538e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_C0F0P0	0	0	0	0	0	0	0	-2.29952441982246e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.07538030807365e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_C0FN20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56110277914834e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000131627732859459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_C0FS11	0	0	0	0	0	-0.000116916828788741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000114882703106855	0	0	0	0	0	0	0	0	0	0	0.000171199086597168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_C0FSN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.13379762932616e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.51068856774224e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_C0FSN3	0	0	0	0	0	0	0	0	0	0.00122242154334517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000544160060563513	0	0	0	8.95496501649327e-05	0	0	0	0	0	0.000841108047171997	0	0.000556679875368475	0	0.000460786667923517	0	0	0	0	0	0	0	0.000782761415775953	0	0	0	0	0	-0.00043565323786676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_C0FUH6	0	0	0	0	0	-0.000155508285876899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000490325530394642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000405974107298823	0	0	0	0	0	0	0	0	0	0	8.85871927730688e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_C0WA75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000153757011162312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_C1HUM8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_C1HUN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000188294666944078	0	0	0	0
UniRef90_C2GYL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.03987093294019e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_C3R2Y6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.91220685892001e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000440211221414993	-6.7840055724465e-06	0	0	0	0	0	0	0	0	0	-0.000278745377330144	0	0	0	0	0	0	0	0	0	0	0	0	5.05078650985278e-06	0	0
UniRef90_C3R2Z8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_C3R2Z9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.20309685093529e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61363189656502e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_C3R370	0	0	0	0	0	6.35603063205337e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_C3R371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_C3R375	0	0	0	0	0	7.44735420335038e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_C3R379	0	0	0	0	0	0.000119938503835534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000473774500083874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_C3R398	0	0	0	0	0	6.1847347952297e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000248234700643023	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.95512015901053e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_C3R3A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_C3R3D8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_C3R3E3	0	0	0	0	0	2.82019589088466e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.73619257869252e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_C3R486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6.42865813793194e-05	0	-0.00068382694154816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_C3R487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.75053204482936e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00030873135083018	0	0	0	0	0	0	0	0	0	0	-9.05430216266985e-05	0	0	0	0	0	0	0	0	0	0	0	0	-2.63741477821497e-06	0	0	0	0	0	0	0	0	0	0	0	0
